epoch,step,train_accuracy,train_f1,train_loss,train_precision,train_recall,val_accuracy,val_f1,val_loss,val_precision,val_recall
5,1349,0.9660947322845459,0.0,0.13252629339694977,0.0,0.0,,,,,
5,1399,0.9644607305526733,0.0,0.13925187289714813,0.0,0.0,,,,,
5,1449,0.9656863212585449,0.0,0.13214391469955444,0.0,0.0,,,,,
5,1499,0.9585375785827637,0.0,0.15926505625247955,0.0,0.0,,,,,
5,1499,,,,,,0.9645097851753235,0.0,0.13749045133590698,0.0,0.0
6,1549,0.9640523195266724,0.0,0.13884279131889343,0.0,0.0,,,,,
6,1599,0.9628268480300903,0.0,0.14181219041347504,0.0,0.0,,,,,
6,1649,0.9628267884254456,0.0,0.14338015019893646,0.0,0.0,,,,,
6,1699,0.9628267884254456,0.0,0.14370197057724,0.0,0.0,,,,,
6,1749,0.9660947918891907,0.0,0.13137730956077576,0.0,0.0,,,,,
6,1749,,,,,,0.9645097851753235,0.0,0.13721123337745667,0.0,0.0
7,1799,0.9634395241737366,0.0,0.14141035079956055,0.0,0.0,,,,,
7,1849,0.9646650552749634,0.0,0.13654328882694244,0.0,0.0,,,,,
7,1899,0.9654819965362549,0.0,0.1326291710138321,0.0,0.0,,,,,
7,1949,0.9626225233078003,0.0,0.14328573644161224,0.0,0.0,,,,,
7,1999,0.9650735259056091,0.0,0.13491621613502502,0.0,0.0,,,,,
7,1999,,,,,,0.9645097851753235,0.0,0.1370978206396103,0.0,0.0
8,2049,0.9630310535430908,0.0,0.14559677243232727,0.0,0.0,,,,,
8,2099,0.9632353186607361,0.0,0.142571821808815,0.0,0.0,,,,,
8,2149,0.9654819965362549,0.0,0.1339731216430664,0.0,0.0,,,,,
8,2199,0.9638480544090271,0.0,0.1391720324754715,0.0,0.0,,,,,
8,2249,0.9638480544090271,0.0,0.13895979523658752,0.0,0.0,,,,,
8,2249,,,,,,0.9645097851753235,0.0,0.13729754090309143,0.0,0.0
9,2299,0.9662989974021912,0.0,0.13113218545913696,0.0,0.0,,,,,
9,2349,0.9630310535430908,0.0,0.14162282645702362,0.0,0.0,,,,,
9,2399,0.9652777910232544,0.0,0.13556146621704102,0.0,0.0,,,,,
9,2449,0.9622140526771545,0.0,0.145242378115654,0.0,0.0,,,,,
9,2499,0.9628267884254456,0.0,0.1425984501838684,0.0,0.0,,,,,
9,2499,,,,,,0.9645097851753235,0.0,0.13726289570331573,0.0,0.0
10,2549,0.9640523195266724,0.0,0.14076608419418335,0.0,0.0,,,,,
10,2599,0.9620097875595093,0.0,0.145697683095932,0.0,0.0,,,,,
10,2649,0.9667075276374817,0.0,0.1292070895433426,0.0,0.0,,,,,
10,2699,0.9530228972434998,0.0,0.17950786650180817,0.0,0.0,,,,,
10,2749,0.9689542651176453,0.0,0.12002874165773392,0.0,0.0,,,,,
10,2749,,,,,,0.9645097851753235,0.0,0.13728772103786469,0.0,0.0
11,2799,0.9634395241737366,0.0,0.13984830677509308,0.0,0.0,,,,,
11,2849,0.9642565250396729,0.0,0.13877727091312408,0.0,0.0,,,,,
11,2899,0.9662990570068359,0.0,0.1306331306695938,0.0,0.0,,,,,
11,2949,0.9646650552749634,0.0,0.1359112560749054,0.0,0.0,,,,,
11,2999,0.9626225233078003,0.0,0.14306418597698212,0.0,0.0,,,,,
11,2999,,,,,,0.9645097851753235,0.0,0.13708193600177765,0.0,0.0
12,3049,0.9691585302352905,0.0,0.11995143443346024,0.0,0.0,,,,,
12,3099,0.9658905267715454,0.0,0.13144664466381073,0.0,0.0,,,,,
12,3149,0.9622140526771545,0.0,0.14510641992092133,0.0,0.0,,,,,
12,3199,0.9636437892913818,0.0,0.1399022489786148,0.0,0.0,,,,,
12,3249,0.9685457944869995,0.0,0.12354545295238495,0.0,0.0,,,,,
12,3249,,,,,,0.9645097851753235,0.0,0.13713689148426056,0.0,0.0
13,3299,0.9669118523597717,0.0,0.12740056216716766,0.0,0.0,,,,,
13,3349,0.9695670008659363,0.0,0.11946497857570648,0.0,0.0,,,,,
13,3399,0.9646649956703186,0.0,0.13667304813861847,0.0,0.0,,,,,
13,3449,0.9646650552749634,0.0,0.1370261162519455,0.0,0.0,,,,,
13,3499,0.9685457944869995,0.0,0.12469534575939178,0.0,0.0,,,,,
13,3499,,,,,,0.9645097851753235,0.0,0.1371852159500122,0.0,0.0
14,3549,0.9662990570068359,0.0,0.13118796050548553,0.0,0.0,,,,,
14,3599,0.9632353186607361,0.0,0.14101146161556244,0.0,0.0,,,,,
14,3649,0.9662989974021912,0.0,0.13119803369045258,0.0,0.0,,,,,
14,3699,0.9642565250396729,0.0,0.13747471570968628,0.0,0.0,,,,,
14,3749,0.9648693203926086,0.0,0.1353963166475296,0.0,0.0,,,,,
14,3749,,,,,,0.9645097851753235,0.0,0.13720762729644775,0.0,0.0
15,3799,0.9660947918891907,0.0,0.13254810869693756,0.0,0.0,,,,,
15,3849,0.9644607901573181,0.0,0.1373920887708664,0.0,0.0,,,,,
15,3899,0.9665032625198364,0.0,0.13135792315006256,0.0,0.0,,,,,
15,3949,0.962009847164154,0.0,0.14543630182743073,0.0,0.0,,,,,
15,3999,0.9644608497619629,0.0,0.13718414306640625,0.0,0.0,,,,,
15,3999,,,,,,0.9645097851753235,0.0,0.1372087150812149,0.0,0.0
16,4049,0.9622140526771545,0.0,0.14632831513881683,0.0,0.0,,,,,
16,4099,0.9624183177947998,0.0,0.14292143285274506,0.0,0.0,,,,,
16,4149,0.9622140526771545,0.0,0.14508727192878723,0.0,0.0,,,,,
16,4199,0.9595588445663452,0.0,0.15513846278190613,0.0,0.0,,,,,
16,4249,0.9626225829124451,0.0,0.14442293345928192,0.0,0.0,,,,,
16,4249,,,,,,0.9645097851753235,0.0,0.13709473609924316,0.0,0.0
17,4299,0.9630311131477356,0.0,0.14284835755825043,0.0,0.0,,,,,
17,4349,0.9658905267715454,0.0,0.13329963386058807,0.0,0.0,,,,,
17,4399,0.9665033221244812,0.0,0.13147962093353271,0.0,0.0,,,,,
17,4449,0.9628267884254456,0.0,0.1430664211511612,0.0,0.0,,,,,
17,4499,0.9628267884254456,0.0,0.1439964771270752,0.0,0.0,,,,,
17,4499,,,,,,0.9645097851753235,0.0,0.13708272576332092,0.0,0.0
18,4549,0.9620097875595093,0.0,0.14594174921512604,0.0,0.0,,,,,
18,4599,0.9640523195266724,0.0,0.1386529803276062,0.0,0.0,,,,,
18,4649,0.9613970518112183,0.0,0.14815708994865417,0.0,0.0,,,,,
18,4699,0.9583333134651184,0.0,0.16038335859775543,0.0,0.0,,,,,
18,4749,0.9630311131477356,0.0,0.14167705178260803,0.0,0.0,,,,,
18,4749,,,,,,0.9645097851753235,0.0,0.1372099071741104,0.0,0.0
19,4799,0.9701797366142273,0.0,0.11689478158950806,0.0,0.0,,,,,
19,4849,0.9650735855102539,0.0,0.13614770770072937,0.0,0.0,,,,,
19,4899,0.9628267884254456,0.0,0.14487849175930023,0.0,0.0,,,,,
19,4949,0.9662990570068359,0.0,0.1308669000864029,0.0,0.0,,,,,
19,4999,0.9671160578727722,0.0,0.12992465496063232,0.0,0.0,,,,,
19,4999,,,,,,0.9645097851753235,0.0,0.13711018860340118,0.0,0.0
20,5049,0.9640522599220276,0.0,0.13902084529399872,0.0,0.0,,,,,
20,5099,0.9605801105499268,0.0,0.14955557882785797,0.0,0.0,,,,,
20,5149,0.9656862020492554,0.0,0.1335325539112091,0.0,0.0,,,,,
20,5199,0.9652777910232544,0.0,0.13423189520835876,0.0,0.0,,,,,
20,5249,0.96895432472229,0.0,0.12130554020404816,0.0,0.0,,,,,
20,5249,,,,,,0.9645097851753235,0.0,0.13713915646076202,0.0,0.0
21,5299,0.9591503143310547,0.0,0.1563486009836197,0.0,0.0,,,,,
21,5349,0.966911792755127,0.0,0.12862363457679749,0.0,0.0,,,,,
21,5399,0.9658905267715454,0.0,0.13300198316574097,0.0,0.0,,,,,
21,5449,0.9620097875595093,0.0,0.14554396271705627,0.0,0.0,,,,,
21,5499,0.9644607901573181,0.0,0.13727375864982605,0.0,0.0,,,,,
21,5499,,,,,,0.9645097851753235,0.0,0.1372843086719513,0.0,0.0
22,5549,0.9622140526771545,0.0,0.14489424228668213,0.0,0.0,,,,,
22,5599,0.9624183177947998,0.0,0.14610931277275085,0.0,0.0,,,,,
22,5649,0.9636438488960266,0.0,0.14002177119255066,0.0,0.0,,,,,
22,5699,0.9683415293693542,0.0,0.12264418601989746,0.0,0.0,,,,,
22,5749,0.9620097875595093,0.0,0.14567671716213226,0.0,0.0,,,,,
22,5749,,,,,,0.9645097851753235,0.0,0.13698452711105347,0.0,0.0
23,5799,0.9634395837783813,0.0,0.1411573886871338,0.0,0.0,,,,,
23,5849,0.9642565250396729,0.0,0.13908852636814117,0.0,0.0,,,,,
23,5899,0.9628267288208008,0.0,0.14184114336967468,0.0,0.0,,,,,
23,5949,0.9634395241737366,0.0,0.1414591670036316,0.0,0.0,,,,,
23,5999,0.9646650552749634,0.0,0.13702253997325897,0.0,0.0,,,,,
23,5999,,,,,,0.9645097851753235,0.0,0.13726724684238434,0.0,0.0
24,6049,0.9671159982681274,0.0,0.1284019649028778,0.0,0.0,,,,,
24,6099,0.9626225233078003,0.0,0.1445963829755783,0.0,0.0,,,,,
24,6149,0.9654819965362549,0.0,0.1348138153553009,0.0,0.0,,,,,
24,6199,0.9624183177947998,0.0,0.14595367014408112,0.0,0.0,,,,,
24,6249,0.962009847164154,0.0,0.1457921415567398,0.0,0.0,,,,,
24,6249,,,,,,0.9645097851753235,0.0,0.13719861209392548,0.0,0.0
25,6299,0.9589461088180542,0.0,0.15755558013916016,0.0,0.0,,,,,
25,6349,0.9573120474815369,0.0,0.16249418258666992,0.0,0.0,,,,,
25,6399,0.9640523195266724,0.0,0.13822041451931,0.0,0.0,,,,,
25,6449,0.9630310535430908,0.0,0.1431908905506134,0.0,0.0,,,,,
25,6499,0.9632352590560913,0.0,0.14288094639778137,0.0,0.0,,,,,
25,6499,,,,,,0.9645097851753235,0.0,0.13718971610069275,0.0,0.0
26,6549,0.9628267884254456,0.0,0.14358089864253998,0.0,0.0,,,,,
26,6599,0.9716094732284546,0.0,0.11268174648284912,0.0,0.0,,,,,
26,6649,0.9636437892913818,0.0,0.1388084441423416,0.0,0.0,,,,,
26,6699,0.9581290483474731,0.0,0.15898868441581726,0.0,0.0,,,,,
26,6749,0.9624183177947998,0.0,0.14555849134922028,0.0,0.0,,,,,
26,6749,,,,,,0.9645097851753235,0.0,0.1370556652545929,0.0,0.0
27,6799,0.966911792755127,0.0,0.12869274616241455,0.0,0.0,,,,,
27,6849,0.9644607901573181,0.0,0.13587863743305206,0.0,0.0,,,,,
27,6899,0.9640523195266724,0.0,0.13934454321861267,0.0,0.0,,,,,
27,6949,0.9648692607879639,0.0,0.13827954232692719,0.0,0.0,,,,,
27,6999,0.9616013169288635,0.0,0.14709815382957458,0.0,0.0,,,,,
27,6999,,,,,,0.9645097851753235,0.0,0.13714495301246643,0.0,0.0
28,7049,0.9665032625198364,0.0,0.1311095803976059,0.0,0.0,,,,,
28,7099,0.9673202633857727,0.0,0.12689714133739471,0.0,0.0,,,,,
28,7149,0.9650735259056091,0.0,0.13549816608428955,0.0,0.0,,,,,
28,7199,0.9632352590560913,0.0,0.1432170271873474,0.0,0.0,,,,,
28,7249,0.9628268480300903,0.0,0.1440732330083847,0.0,0.0,,,,,
28,7249,,,,,,0.9645097851753235,0.0,0.13714241981506348,0.0,0.0
29,7299,0.9667075276374817,0.0,0.1282709687948227,0.0,0.0,,,,,
29,7349,0.9650735855102539,0.0,0.13344265520572662,0.0,0.0,,,,,
29,7399,0.9665032625198364,0.0,0.12909714877605438,0.0,0.0,,,,,
29,7449,0.9593545794487,0.0,0.15417221188545227,0.0,0.0,,,,,
29,7499,0.9679329991340637,0.0,0.12457714229822159,0.0,0.0,,,,,
29,7499,,,,,,0.9645097851753235,0.0,0.13707169890403748,0.0,0.0
